1.260646566681425753e+02,1.765627108751558296e+02,6.346025384101536559e+01
1.280277745704337349e+02,1.588027470736735154e+02,8.830995323981295542e+01
1.624792017401038606e+02,2.297460517019558210e+02,4.809619238476953740e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.844467554237073159e+01,9.858315298293845785e+01,9.839679358717434354e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.167792053786490953e+02,1.667789187585765660e+02,7.474949899799598541e+01
1.605757103378158774e+02,2.020091416440479009e+02,7.875751503006011944e+01
1.204901724783779287e+02,1.685502773728785826e+02,7.668670674682698518e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.360179297934850240e+02,1.911121494545422195e+02,4.268537074148296284e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.201166745810743919e+02,1.749424717207279230e+02,7.909151636606546276e+01
1.528652456802300321e+02,1.979530253901897652e+02,3.894455577822311199e+01
6.253056909642790373e+01,9.485757847898125306e+01,9.886439545758183556e+01
1.262166782404583216e+02,1.764173182767658830e+02,7.581830327321308971e+01
1.290915731669247180e+02,1.821812731707178443e+02,4.328657314629258224e+01
1.023135303613519653e+02,1.411905914709252841e+02,8.677354709418837331e+01
9.979062723681096259e+01,1.398618496240525815e+02,8.757515030060119443e+01
1.204583702137630752e+02,1.688378099348736612e+02,7.621910487641950738e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
2.032993159939391319e+02,2.267296954434230258e+02,7.962591850367401491e+01
6.845932037032844164e+01,9.804860174638358217e+01,9.839679358717434354e+01
6.845932037032844164e+01,9.804860174638358217e+01,9.839679358717434354e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.577186036310625639e+01,9.725500806571642443e+01,9.853039412157647803e+01
1.380597963714529897e+02,1.835879960208721116e+02,6.680026720106880589e+01
1.188063717406006532e+02,1.699212735484197481e+02,7.748830995323980630e+01
1.061240529210346182e+02,1.435670330468280156e+02,8.523714094856379120e+01
6.254987001415879178e+01,9.454588321705699627e+01,9.879759519038076121e+01
1.203350798181137549e+02,1.695516461588339894e+02,7.795591182364729832e+01
1.404160774020810152e+02,1.676291275772907738e+02,8.764195056780226878e+01
1.736081490960258691e+02,2.024813775047969671e+02,7.975951903807614940e+01
9.542530774662850490e+01,1.367083590805891333e+02,8.169672678690714918e+01
1.490574450709129621e+02,1.999556959347335408e+02,7.327989311957247764e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.336528567464546882e+02,1.903639441372372687e+02,5.865063460253841043e+01
6.871587636861868020e+01,9.929768567926157630e+01,9.826319305277220906e+01
1.104359682065284147e+02,1.549803754777680354e+02,8.236472945891783581e+01
9.442120949568828792e+01,1.375243285709321697e+02,8.517034068136271685e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.290999947938739751e+02,1.848157819177048964e+02,5.410821643286573135e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
9.370885499184387868e+01,1.372940599948290412e+02,8.530394121576486555e+01
6.513191548363765548e+01,9.606066344533562074e+01,9.866399465597862672e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.204356497246643727e+02,1.747904682476598168e+02,7.929191716766867160e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.040565643207316526e+02,1.407704955742140100e+02,8.784235136940547761e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.400036764302422228e+02,1.894440414500382985e+02,8.049432197728791039e+01
1.118562810100943068e+02,1.548648102284083166e+02,8.209752839011356684e+01
1.067022322313701324e+02,1.432997510457934709e+02,8.757515030060119443e+01
6.216223281926649236e+01,9.418050278554764532e+01,9.893119572478289570e+01
6.236931635164001619e+01,9.479981901759330754e+01,9.879759519038076121e+01
1.348930709221416180e+02,1.843846318162193541e+02,7.708750835003340285e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.271208149846326307e+01,9.481564092983560954e+01,9.879759519038076121e+01
6.874021205342168628e+01,9.918770580368132528e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.339134919179087149e+02,1.831185436440292449e+02,6.179024716098864189e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.812327655915051139e+01,9.842851385492015481e+01,9.839679358717434354e+01
6.283190307449615375e+01,9.434211364643206821e+01,9.879759519038076121e+01
6.309971869335557670e+01,9.518173258460421948e+01,9.866399465597862672e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.369792400623239814e+02,1.917168442541856166e+02,6.806947227788910482e+01
1.423528435051281633e+02,1.683323896685859040e+02,8.797595190380761210e+01
6.795402510428144183e+01,9.817252308775364611e+01,9.832999331997326919e+01
6.813118941977849374e+01,9.843825832977461232e+01,9.826319305277220906e+01
6.871587636861868020e+01,9.929768567926157630e+01,9.826319305277220906e+01
1.260329701057708007e+02,1.768044987086823028e+02,7.515030060120240307e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.254987001415879178e+01,9.454588321705699627e+01,9.879759519038076121e+01
1.346382040095364800e+02,1.742158072386908998e+02,8.203072812291249249e+01
1.012685533835137619e+02,1.405123162628275963e+02,8.717434869739479097e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.185098859550429751e+02,1.617733331029346573e+02,7.775551102204408949e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
2.343340524048383600e+02,2.503103049695000664e+02,7.875751503006011944e+01
6.861007895349963803e+01,9.953034841160646806e+01,9.812959251837007457e+01
6.850983176593169333e+01,9.909728652459952514e+01,9.826319305277220906e+01
6.757058069094718178e+01,9.808247081505597009e+01,9.853039412157647803e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
9.968136187078584953e+01,1.411786781579980357e+02,8.476953907815631339e+01
6.833723402246548062e+01,9.863099021419861856e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.251788803183823973e+02,1.762300373600983221e+02,4.822979291917167899e+01
1.370707409632357212e+02,1.656499502983565435e+02,8.877755511022044743e+01
6.873480679970795393e+01,9.895237231772139808e+01,9.826319305277220906e+01
6.873052119657639025e+01,9.876835441451160591e+01,9.826319305277220906e+01
1.560429357968999966e+02,2.040359216754187912e+02,4.362057448229793266e+01
1.197898056297533742e+02,1.539901526407299173e+02,8.864395457581831295e+01
9.673879027904040129e+01,1.335214330783024934e+02,8.716366065464258384e+01
3.594017413937798011e+01,4.151322889108103453e+01,1.532625454948226462e+01
